1666.01 Nf [0.18,0.23,0.30,0.39,0.50] [0.27,0.47,0.71,0.98,1.28] [0.04,0.23,0.46,0.72,1.01] [0.01,0.28,0.54,0.79,1.07] [2.65,2.87,3.09,3.33,3.59]	
1667.01 Sf [1.55,1.74,1.98,2.22,2.43] [2.05,5.12,5.41,5.48,5.48] [1.67,4.73,4.95,5.01,5.04] [-4.43,-0.43,0.25,0.73,1.09] [0.22,4.03,4.47,4.72,4.90]	
1668.01 Nf [0.45,0.59,1.03,1.68,2.00] [0.73,1.14,2.46,5.14,5.46] [0.23,0.64,1.96,4.53,4.76] [-0.78,-0.20,0.32,1.21,1.87] [2.45,2.80,3.39,4.90,5.20]	
1669.01 Nv [0.41,0.45,0.51,0.59,0.66] [0.51,0.77,1.04,1.32,1.59] [-0.34,-0.09,0.16,0.43,0.70] [-0.29,-0.02,0.23,0.49,0.75] [2.51,2.75,3.00,3.24,3.50]	
1670.01 Nf [0.23,0.30,0.38,0.48,0.60] [0.34,0.56,0.82,1.12,1.42] [-0.20,0.00,0.26,0.54,0.83] [-0.13,0.15,0.42,0.69,0.96] [2.58,2.81,3.05,3.30,3.55]	
1671.01 Tc [-0.13,-0.08,-0.02,0.05,0.13] [-0.61,-0.36,-0.08,0.26,0.63] [-0.86,-0.61,-0.33,-0.00,0.35] [0.38,0.56,0.72,0.92,1.34] [2.57,2.76,2.95,3.17,3.57]	
1672.01 Nv [0.24,0.28,0.32,0.36,0.41] [0.31,0.50,0.73,0.97,1.23] [-0.28,-0.09,0.13,0.37,0.63] [0.06,0.28,0.51,0.76,1.02] [2.65,2.86,3.08,3.32,3.57]	
1673.01 Nf [0.12,0.17,0.25,0.35,0.47] [0.19,0.40,0.63,0.90,1.21] [-0.09,0.08,0.31,0.57,0.86] [0.08,0.36,0.61,0.86,1.12] [2.70,2.90,3.11,3.34,3.60]	
1674.01 Sf [0.40,0.84,1.46,1.86,2.02] [0.78,1.59,4.89,5.34,5.47] [0.54,1.36,4.57,4.93,5.01] [-0.84,-0.08,0.57,1.22,1.85] [2.48,2.97,4.60,4.92,5.20]	
1675.01 Sc [0.89,1.25,1.66,1.90,2.02] [1.68,3.92,5.11,5.39,5.47] [1.15,3.38,4.46,4.67,4.72] [-0.86,0.23,0.68,1.26,1.70] [2.55,4.37,4.68,4.95,5.15]	
1676.01 Nf [0.38,0.44,0.52,0.59,0.66] [0.50,0.77,1.04,1.32,1.59] [0.07,0.32,0.58,0.85,1.12] [-0.29,-0.02,0.23,0.49,0.77] [2.51,2.75,3.00,3.25,3.50]	
1677.01 Nv [0.32,0.36,0.43,0.49,0.57] [0.41,0.63,0.89,1.16,1.44] [-0.35,-0.12,0.12,0.39,0.67] [-0.15,0.10,0.35,0.61,0.88] [2.56,2.79,3.03,3.28,3.53]	
1677.02 Nc [-0.46,0.35,3.87,4.05,4.15] [-1.61,0.83,2.09,2.16,2.26] [-2.11,0.32,1.58,1.66,1.76] [-9.62,-9.29,-8.75,0.34,0.90] [-3.23,-3.00,-2.63,2.44,3.42]	
1678.01 Sf [1.36,1.43,1.50,1.59,1.68] [2.21,4.84,4.94,5.05,5.16] [1.86,4.44,4.52,4.59,4.67] [-1.18,0.98,1.15,1.30,1.44] [2.42,4.82,4.91,5.00,5.08]	
1679.01 Sf [1.22,1.42,1.62,1.80,1.95] [2.22,4.83,5.07,5.28,5.44] [2.06,4.61,4.82,4.98,5.08] [-0.83,0.54,0.89,1.24,1.54] [2.67,4.61,4.79,4.96,5.11]	
1680.01 Tf [-0.15,-0.10,-0.04,0.03,0.15] [-0.69,-0.44,-0.14,0.23,0.62] [-1.07,-0.82,-0.55,-0.19,0.20] [0.38,0.54,0.71,0.90,1.36] [2.54,2.73,2.92,3.14,3.58]	
1681.01 Tc [-0.07,-0.02,0.03,0.08,0.13] [-0.40,-0.14,0.10,0.38,0.69] [-0.58,-0.35,-0.13,0.13,0.44] [0.41,0.58,0.74,0.95,1.29] [2.66,2.85,3.02,3.24,3.57]	
1681.02 Tf [-0.24,-0.18,-0.12,-0.06,-0.01] [-0.99,-0.72,-0.46,-0.18,0.35] [-1.00,-0.75,-0.51,-0.25,0.28] [0.33,0.50,0.66,0.83,1.37] [2.41,2.60,2.78,2.98,3.52]	
1681.03 Tc [-0.21,-0.15,-0.09,-0.04,0.02] [-0.89,-0.63,-0.37,-0.07,0.42] [-0.98,-0.75,-0.51,-0.23,0.27] [0.34,0.51,0.67,0.86,1.38] [2.45,2.64,2.82,3.03,3.55]	
1682.01 Sf [0.68,1.23,1.97,2.41,2.64] [1.21,2.06,5.00,5.47,5.48] [0.38,1.17,4.08,4.43,4.46] [-5.08,-4.37,-0.08,0.97,1.64] [-0.20,0.28,4.09,4.80,5.12]	
1683.01 Nv [0.16,0.22,0.29,0.39,0.52] [0.26,0.45,0.69,0.97,1.28] [-0.24,-0.05,0.17,0.44,0.73] [0.00,0.29,0.55,0.81,1.08] [2.66,2.87,3.09,3.33,3.58]	
1684.01 Sf [1.02,1.22,1.58,1.96,2.17] [1.97,3.37,5.02,5.43,5.48] [1.09,2.49,4.07,4.41,4.45] [-1.05,-0.09,0.70,1.34,1.72] [2.45,4.00,4.68,4.99,5.18]	
1685.01 Nc [0.46,0.52,0.59,0.70,0.82] [0.61,0.90,1.19,1.49,1.82] [-0.20,0.06,0.34,0.63,0.94] [-0.44,-0.16,0.12,0.39,0.68] [2.46,2.72,2.97,3.23,3.50]	
1687.01 Nv [0.16,0.19,0.23,0.26,0.31] [0.22,0.40,0.59,0.84,1.11] [-0.08,0.08,0.28,0.51,0.78] [0.25,0.45,0.65,0.88,1.14] [2.76,2.94,3.13,3.36,3.61]	
1688.01 Nv [0.05,0.11,0.18,0.26,0.33] [0.05,0.27,0.50,0.77,1.06] [-0.14,0.07,0.29,0.55,0.83] [0.26,0.49,0.69,0.92,1.18] [2.75,2.94,3.12,3.35,3.61]	
1689.01 Sf [1.40,1.52,1.70,1.87,1.96] [4.78,4.95,5.16,5.35,5.46] [4.53,4.67,4.84,4.98,5.05] [0.24,0.48,0.80,1.14,1.37] [4.46,4.60,4.75,4.91,5.03]	
1690.01 Tf [-0.04,-0.00,0.05,0.14,0.27] [-0.31,-0.07,0.19,0.51,0.86] [-0.49,-0.26,-0.00,0.30,0.64] [0.38,0.57,0.73,0.95,1.27] [2.69,2.88,3.05,3.28,3.58]	
1691.01 Sf [1.09,1.31,1.63,1.87,1.99] [2.07,4.63,5.08,5.35,5.46] [1.43,3.93,4.33,4.53,4.59] [-0.90,0.35,0.76,1.26,1.63] [2.57,4.48,4.73,4.96,5.14]	
1692.01 Nv [0.38,0.40,0.44,0.48,0.52] [0.43,0.66,0.91,1.16,1.43] [-0.00,0.23,0.48,0.73,0.99] [-0.14,0.08,0.33,0.58,0.85] [2.55,2.78,3.02,3.27,3.53]	
1692.02 Tv [-0.13,-0.10,-0.07,-0.02,0.02] [-0.67,-0.46,-0.25,-0.00,0.46] [-0.97,-0.77,-0.56,-0.31,0.15] [0.36,0.53,0.70,0.88,1.39] [2.53,2.70,2.87,3.07,3.58]	
1693.01 Sc [1.03,1.28,1.64,1.92,2.06] [2.03,4.36,5.10,5.40,5.48] [1.68,4.01,4.66,4.88,4.93] [-0.91,0.19,0.71,1.27,1.68] [2.56,4.35,4.69,4.96,5.15]	
1694.01 Nc [0.40,0.53,0.77,1.09,1.33] [0.65,1.01,1.50,3.46,4.72] [0.27,0.63,1.11,3.07,4.27] [-0.74,-0.29,0.11,1.01,2.03] [2.44,2.73,3.04,4.32,5.29]	
1695.01 Nv [0.13,0.19,0.28,0.41,0.54] [0.22,0.42,0.68,0.98,1.32] [-0.58,-0.39,-0.14,0.13,0.44] [-0.02,0.28,0.56,0.82,1.09] [2.65,2.88,3.09,3.33,3.58]	
1696.01 Nf [0.04,0.10,0.18,0.29,0.42] [0.02,0.25,0.50,0.80,1.13] [-0.25,-0.03,0.20,0.48,0.77] [0.17,0.46,0.68,0.91,1.18] [2.73,2.93,3.11,3.34,3.60]	
1697.01 Nf [0.13,0.17,0.23,0.54,0.83] [0.20,0.40,0.68,1.14,1.66] [0.11,0.30,0.59,1.05,1.56] [-0.28,0.16,0.57,0.85,1.15] [2.60,2.87,3.09,3.33,3.61]	
1698.01 Tf [-0.07,-0.03,0.00,0.06,0.14] [-0.43,-0.21,0.02,0.32,0.73] [-0.62,-0.41,-0.19,0.09,0.50] [0.37,0.56,0.73,0.93,1.32] [2.63,2.82,2.99,3.21,3.58]	
1699.01 Nf [0.06,0.11,0.19,0.28,0.37] [0.05,0.27,0.52,0.79,1.08] [-0.26,-0.06,0.16,0.42,0.70] [0.22,0.47,0.68,0.91,1.18] [2.75,2.93,3.11,3.35,3.60]	
1700.01 Nv [0.04,0.08,0.12,0.17,0.55] [-0.02,0.17,0.38,0.67,1.13] [-0.42,-0.24,-0.05,0.22,0.63] [0.17,0.55,0.72,0.95,1.23] [2.75,2.94,3.10,3.33,3.60]	
1701.01 Nc [0.24,0.32,0.40,0.48,0.57] [0.36,0.59,0.85,1.13,1.41] [-0.11,0.10,0.36,0.62,0.90] [-0.13,0.12,0.39,0.66,0.93] [2.57,2.80,3.04,3.29,3.54]	
1702.01 Tc [-0.26,-0.16,-0.07,0.00,0.07] [-1.03,-0.64,-0.28,0.09,0.50] [-0.78,-0.46,-0.15,0.15,0.59] [0.35,0.52,0.68,0.87,1.35] [2.43,2.65,2.86,3.09,3.55]	
1703.01 Nf [0.41,0.52,0.69,1.01,1.27] [0.62,0.95,1.37,2.66,4.56] [0.29,0.62,1.03,2.30,4.17] [-0.67,-0.26,0.11,0.60,1.96] [2.45,2.72,3.01,3.55,5.24]	
1704.01 Nc [0.32,0.37,0.44,0.55,0.67] [0.41,0.66,0.94,1.23,1.54] [-0.08,0.15,0.42,0.70,1.00] [-0.23,0.04,0.31,0.58,0.85] [2.54,2.78,3.02,3.27,3.52]	
1705.01 Nc [0.31,0.37,0.45,0.55,0.66] [0.41,0.66,0.94,1.23,1.54] [-0.22,0.01,0.27,0.56,0.85] [-0.23,0.04,0.31,0.59,0.86] [2.53,2.77,3.02,3.27,3.53]	
1706.01 Nv [0.05,0.10,0.15,0.22,0.51] [0.03,0.23,0.44,0.74,1.13] [-0.18,0.00,0.21,0.49,0.85] [0.17,0.51,0.71,0.94,1.21] [2.75,2.94,3.11,3.34,3.60]	
1707.01 Nv [0.46,0.58,0.75,1.40,1.95] [0.71,1.06,1.50,4.81,5.43] [-0.09,0.24,0.68,3.93,4.42] [-0.67,-0.24,0.15,0.91,1.87] [2.44,2.74,3.07,4.72,5.18]	
1707.02 Nv [0.42,0.46,0.51,0.57,0.64] [0.51,0.77,1.04,1.30,1.58] [-0.44,-0.19,0.06,0.33,0.61] [-0.27,-0.02,0.23,0.49,0.75] [2.50,2.75,2.99,3.24,3.50]	
1708.01 Sc [0.55,0.78,1.45,2.03,2.20] [0.95,1.50,4.87,5.46,5.48] [0.25,0.81,4.11,4.57,4.60] [-0.79,-0.25,0.27,1.20,1.85] [2.47,2.92,4.36,4.90,5.20]	
1709.01 Nf [0.02,0.10,0.34,0.58,0.79] [-0.03,0.28,0.74,1.22,1.67] [-0.60,-0.31,0.10,0.55,0.96] [-0.30,0.08,0.51,0.81,1.13] [2.57,2.83,3.05,3.29,3.57]	
1710.01 Nv [0.25,0.29,0.33,0.38,0.44] [0.32,0.51,0.75,1.00,1.26] [-0.16,0.03,0.25,0.50,0.76] [0.03,0.25,0.49,0.73,0.99] [2.64,2.85,3.07,3.31,3.56]	
1711.01 Nv [0.29,0.32,0.35,0.38,0.42] [0.33,0.54,0.77,1.02,1.28] [-0.37,-0.17,0.05,0.30,0.56] [0.02,0.23,0.47,0.71,0.98] [2.63,2.84,3.06,3.31,3.57]	
1712.01 Nf [0.37,0.41,0.48,0.56,0.70] [0.46,0.71,0.98,1.27,1.58] [-0.01,0.22,0.49,0.77,1.06] [-0.27,0.00,0.27,0.54,0.81] [2.52,2.76,3.01,3.25,3.52]	
1713.01 Nv [0.10,0.12,0.15,0.18,0.22] [0.09,0.25,0.44,0.68,0.94] [-0.21,-0.05,0.12,0.36,0.62] [0.39,0.56,0.73,0.96,1.21] [2.80,2.96,3.13,3.36,3.61]	
1713.02 Tv [0.04,0.07,0.10,0.12,0.16] [-0.05,0.12,0.30,0.54,0.83] [-0.20,-0.02,0.14,0.39,0.67] [0.42,0.59,0.74,0.97,1.25] [2.77,2.93,3.09,3.32,3.60]	
1714.01 Sc [1.46,1.56,1.72,1.86,1.96] [4.86,4.99,5.18,5.35,5.46] [4.53,4.63,4.78,4.90,4.96] [0.25,0.49,0.77,1.07,1.27] [4.46,4.60,4.74,4.88,4.99]	
1715.01 Nc [0.15,0.19,0.24,0.31,0.39] [0.22,0.40,0.61,0.86,1.14] [-0.61,-0.43,-0.22,0.02,0.29] [0.17,0.40,0.63,0.87,1.12] [2.72,2.92,3.12,3.35,3.60]	
1716.01 Nv [0.12,0.15,0.18,0.21,0.49] [0.14,0.32,0.51,0.77,1.10] [-0.21,-0.04,0.14,0.39,0.71] [0.26,0.51,0.70,0.93,1.19] [2.78,2.95,3.13,3.36,3.62]	
1717.01 Nv [0.15,0.20,0.26,0.37,0.48] [0.23,0.42,0.66,0.94,1.23] [-0.29,-0.10,0.12,0.39,0.67] [0.05,0.33,0.59,0.83,1.09] [2.68,2.89,3.10,3.34,3.58]	
1718.01 Nv [0.38,0.44,0.51,0.61,0.75] [0.50,0.77,1.05,1.34,1.66] [-0.27,-0.01,0.25,0.54,0.84] [-0.34,-0.05,0.22,0.49,0.77] [2.50,2.75,2.99,3.24,3.50]	
1718.02 Nv [0.24,0.30,0.37,0.48,0.61] [0.33,0.56,0.82,1.12,1.43] [-0.55,-0.34,-0.08,0.19,0.49] [-0.13,0.15,0.42,0.69,0.96] [2.58,2.82,3.05,3.30,3.55]	
1719.01 Nf [0.25,0.53,0.97,1.36,1.61] [0.51,1.03,2.04,4.77,5.07] [0.22,0.73,1.75,4.43,4.70] [-0.93,-0.29,0.37,1.39,2.01] [2.41,2.78,3.23,4.99,5.28]	
1720.01 Nc [0.39,0.42,0.45,0.49,0.55] [0.45,0.68,0.93,1.19,1.46] [-0.29,-0.06,0.18,0.44,0.71] [-0.17,0.06,0.31,0.56,0.83] [2.54,2.77,3.01,3.26,3.53]	
1721.01 Nv [0.32,0.35,0.40,0.51,0.63] [0.39,0.62,0.88,1.17,1.48] [-0.34,-0.11,0.14,0.42,0.73] [-0.18,0.10,0.36,0.63,0.89] [2.56,2.79,3.03,3.28,3.53]	
1722.01 Nv [0.14,0.19,0.26,0.34,0.46] [0.23,0.41,0.64,0.91,1.21] [-0.30,-0.12,0.09,0.35,0.64] [0.09,0.36,0.60,0.85,1.11] [2.69,2.90,3.11,3.34,3.60]	
1723.01 Nv [0.44,0.49,0.55,0.64,0.74] [0.56,0.84,1.11,1.40,1.68] [-0.21,0.06,0.32,0.59,0.87] [-0.36,-0.09,0.17,0.43,0.70] [2.48,2.73,2.98,3.23,3.48]	
1724.01 Nv [0.36,0.41,0.49,0.59,0.71] [0.46,0.72,1.00,1.30,1.59] [-0.11,0.13,0.41,0.69,0.97] [-0.29,-0.01,0.26,0.53,0.80] [2.51,2.76,3.00,3.25,3.51]	
1725.01 Nc [-0.21,0.13,0.20,0.27,0.36] [-0.80,0.29,0.54,0.80,1.07] [-1.09,0.02,0.25,0.51,0.77] [0.23,0.46,0.67,0.90,1.16] [2.58,2.91,3.11,3.35,3.60]	
1726.01 Nv [0.28,0.30,0.33,0.35,0.38] [0.32,0.51,0.74,0.98,1.23] [-0.35,-0.16,0.06,0.31,0.56] [0.06,0.27,0.50,0.74,1.00] [2.65,2.85,3.07,3.32,3.57]	
1727.01 Nv [0.65,0.70,0.75,0.82,0.91] [0.90,1.17,1.45,1.73,2.57] [0.19,0.46,0.73,1.01,1.81] [-0.61,-0.33,-0.07,0.19,0.71] [2.41,2.67,2.93,3.19,3.72]	
1728.01 Sc [1.51,1.75,2.01,2.22,2.38] [2.06,5.13,5.44,5.48,5.48] [1.34,4.40,4.62,4.66,4.69] [-4.28,-0.45,0.15,0.71,1.15] [0.33,4.02,4.41,4.71,4.92]	
1729.01 Jc [1.12,1.16,1.20,1.26,1.36] [1.86,2.25,3.07,4.60,4.79] [1.48,1.87,2.69,4.18,4.33] [-1.08,-0.62,0.23,1.60,1.81] [2.41,2.83,3.67,5.10,5.24]	
1730.01 Sf [1.20,1.23,1.27,1.31,1.35] [1.86,2.21,3.62,4.72,4.80] [1.50,1.85,3.27,4.29,4.36] [-1.24,-0.83,0.61,1.60,1.71] [2.30,2.67,4.11,5.13,5.21]	
1731.01 Nc [0.24,0.27,0.31,0.35,0.40] [0.30,0.49,0.71,0.95,1.23] [0.04,0.23,0.45,0.69,0.96] [0.08,0.30,0.52,0.77,1.03] [2.67,2.87,3.08,3.32,3.57]	
1731.02 Nf [0.21,0.24,0.27,0.31,0.35] [0.27,0.45,0.66,0.90,1.16] [0.17,0.35,0.56,0.80,1.06] [0.16,0.37,0.58,0.82,1.07] [2.71,2.90,3.11,3.34,3.59]	
1732.01 Nv [0.33,0.37,0.43,0.49,0.58] [0.41,0.64,0.90,1.17,1.45] [-0.26,-0.03,0.21,0.48,0.76] [-0.16,0.09,0.34,0.60,0.87] [2.55,2.78,3.03,3.27,3.53]	
1733.01 Nc [0.21,0.23,0.26,0.29,0.33] [0.26,0.44,0.65,0.88,1.14] [-0.21,-0.03,0.17,0.40,0.66] [0.19,0.39,0.60,0.84,1.09] [2.72,2.91,3.11,3.35,3.60]	
1734.01 Nf [0.22,0.25,0.29,0.35,0.42] [0.29,0.48,0.70,0.95,1.22] [0.11,0.31,0.53,0.77,1.04] [0.08,0.31,0.54,0.79,1.05] [2.67,2.88,3.09,3.33,3.58]	
1735.01 Sf [1.31,1.51,1.78,2.01,2.18] [3.39,4.95,5.25,5.46,5.48] [3.15,4.65,4.91,5.06,5.10] [-0.51,0.10,0.63,1.11,1.45] [3.81,4.38,4.67,4.90,5.07]	
1736.01 Nv [0.38,0.44,0.50,0.58,0.68] [0.49,0.75,1.03,1.31,1.59] [-0.21,0.03,0.30,0.58,0.85] [-0.29,-0.02,0.24,0.51,0.78] [2.50,2.75,3.00,3.25,3.51]	
1738.01 Tc [0.01,0.03,0.06,0.09,0.13] [-0.16,0.01,0.20,0.43,0.74] [-0.53,-0.34,-0.16,0.07,0.37] [0.43,0.59,0.75,0.96,1.26] [2.73,2.90,3.06,3.28,3.58]	
1740.01 Sf [1.42,1.45,1.48,1.52,1.55] [4.72,4.85,4.92,4.98,5.04] [4.06,4.17,4.23,4.28,4.33] [0.96,1.11,1.20,1.28,1.36] [4.75,4.88,4.94,5.00,5.06]	
1741.01 Sf [1.24,1.28,1.33,1.40,1.52] [1.90,2.41,4.73,4.84,4.97] [1.50,2.03,4.28,4.36,4.47] [-1.36,-0.70,1.38,1.54,1.65] [2.23,2.83,5.01,5.11,5.18]	
1742.01 Sf [1.19,1.25,1.32,1.42,1.54] [1.90,2.35,4.69,4.86,5.00] [1.48,1.94,4.23,4.36,4.46] [-1.33,-0.68,1.30,1.54,1.69] [2.25,2.82,4.97,5.10,5.19]	
1743.01 Nf [0.51,0.59,0.69,0.82,1.56] [0.74,1.04,1.34,1.71,5.00] [-0.10,0.18,0.47,0.82,4.08] [-0.56,-0.25,0.03,0.36,1.33] [2.44,2.70,2.96,3.26,4.93]	
1744.01 Sf [0.75,1.08,1.44,1.75,1.92] [1.34,2.36,4.86,5.22,5.41] [0.97,1.99,4.42,4.70,4.84] [-1.00,-0.07,0.84,1.37,1.85] [2.44,3.14,4.74,5.00,5.22]	
1745.01 Sf [1.53,1.66,1.80,1.89,1.98] [4.95,5.12,5.27,5.39,5.47] [4.76,4.88,5.00,5.08,5.12] [0.23,0.43,0.62,0.88,1.13] [4.45,4.56,4.67,4.80,4.92]	
1746.01 Nv [0.27,0.31,0.37,0.44,0.52] [0.35,0.56,0.81,1.08,1.36] [-0.18,0.02,0.27,0.53,0.81] [-0.06,0.18,0.43,0.69,0.96] [2.60,2.82,3.06,3.30,3.56]	
1747.01 Sc [0.69,1.13,1.66,1.94,2.04] [1.26,2.86,5.12,5.42,5.48] [0.64,2.24,4.40,4.63,4.67] [-0.80,0.09,0.56,1.23,1.73] [2.54,3.54,4.62,4.93,5.16]	
1748.01 Sf [1.33,1.38,1.44,1.53,1.65] [2.03,4.77,4.86,4.98,5.13] [1.69,4.37,4.45,4.54,4.65] [-1.43,1.05,1.27,1.40,1.51] [2.21,4.85,4.96,5.04,5.12]	
1749.01 Nv [0.31,0.35,0.41,0.49,0.58] [0.39,0.61,0.88,1.15,1.43] [-0.25,-0.03,0.22,0.49,0.76] [-0.14,0.11,0.36,0.62,0.89] [2.56,2.79,3.03,3.28,3.54]	
1750.01 Nv [0.10,0.13,0.16,0.21,0.26] [0.11,0.28,0.47,0.72,0.98] [-0.35,-0.18,0.00,0.25,0.51] [0.36,0.54,0.72,0.95,1.21] [2.79,2.96,3.13,3.36,3.62]	
1750.02 Tc [-0.09,-0.06,-0.01,0.02,0.08] [-0.52,-0.30,-0.07,0.20,0.58] [-0.82,-0.60,-0.38,-0.10,0.27] [0.39,0.56,0.72,0.92,1.35] [2.59,2.78,2.95,3.17,3.57]	
1751.01 Nv [0.38,0.41,0.46,0.52,0.73] [0.45,0.69,0.95,1.23,1.57] [-0.00,0.24,0.50,0.77,1.08] [-0.24,0.03,0.29,0.56,0.82] [2.52,2.76,3.01,3.26,3.52]	
1751.02 Nf [0.37,0.41,0.45,0.52,0.72] [0.45,0.68,0.95,1.23,1.56] [-0.12,0.11,0.36,0.64,0.95] [-0.24,0.04,0.30,0.56,0.84] [2.53,2.77,3.02,3.27,3.53]	
1752.01 Nf [0.17,0.23,0.30,0.41,0.54] [0.27,0.47,0.72,1.00,1.31] [-0.31,-0.11,0.12,0.39,0.68] [-0.02,0.26,0.53,0.79,1.06] [2.64,2.87,3.09,3.33,3.58]	
1753.01 Nf [0.22,0.27,0.33,0.42,0.53] [0.31,0.50,0.76,1.03,1.32] [0.19,0.39,0.63,0.90,1.18] [-0.03,0.23,0.49,0.74,1.01] [2.63,2.85,3.07,3.31,3.56]	
1754.01 Nc [0.18,0.24,0.33,0.46,0.60] [0.30,0.50,0.77,1.06,1.40] [-0.30,-0.10,0.14,0.42,0.73] [-0.10,0.20,0.48,0.76,1.02] [2.61,2.84,3.07,3.31,3.56]	
1755.01 Nf [0.49,0.56,0.63,0.72,0.84] [0.67,0.95,1.24,1.54,1.86] [0.16,0.44,0.71,0.99,1.29] [-0.48,-0.20,0.07,0.34,0.64] [2.44,2.70,2.96,3.21,3.49]	
1757.01 Sf [1.27,1.33,1.40,1.49,1.61] [1.96,4.67,4.81,4.94,5.07] [1.52,4.19,4.31,4.39,4.49] [-1.41,0.98,1.31,1.47,1.59] [2.21,4.81,4.98,5.07,5.15]	
1758.01 Nc [0.46,0.51,0.56,0.62,0.70] [0.59,0.85,1.12,1.39,1.67] [0.18,0.44,0.70,0.96,1.24] [-0.35,-0.09,0.16,0.43,0.69] [2.48,2.73,2.98,3.23,3.48]	
1759.01 Sf [1.52,1.58,1.66,1.76,1.89] [4.92,5.01,5.12,5.24,5.39] [4.64,4.71,4.78,4.87,4.96] [0.43,0.68,0.88,1.04,1.16] [4.56,4.68,4.79,4.87,4.95]	
1760.01 Nv [0.26,0.29,0.33,0.38,0.46] [0.32,0.51,0.75,1.01,1.28] [-0.08,0.10,0.34,0.59,0.86] [0.01,0.25,0.49,0.74,1.00] [2.64,2.84,3.07,3.32,3.57]	
1760.02 Nv [0.19,0.22,0.26,0.32,0.41] [0.25,0.44,0.66,0.91,1.17] [-0.21,-0.03,0.18,0.43,0.69] [0.14,0.37,0.59,0.83,1.09] [2.70,2.90,3.11,3.35,3.59]	
1761.01 Sc [0.52,0.63,1.24,1.99,2.19] [0.82,1.20,4.10,5.44,5.48] [0.27,0.63,3.51,4.70,4.75] [-0.69,-0.20,0.20,0.93,1.66] [2.47,2.84,4.12,4.79,5.13]	
1762.01 Nf [0.23,0.28,0.35,0.43,0.56] [0.32,0.53,0.77,1.05,1.36] [0.18,0.39,0.63,0.90,1.19] [-0.06,0.20,0.46,0.72,0.99] [2.61,2.83,3.06,3.31,3.56]	
1763.01 Nf [0.06,0.09,0.14,0.18,0.24] [0.02,0.21,0.41,0.67,0.95] [-0.16,0.01,0.19,0.45,0.73] [0.37,0.56,0.73,0.95,1.22] [2.79,2.95,3.11,3.34,3.61]	
1764.01 Nc [0.74,0.78,0.82,0.87,0.92] [1.03,1.30,1.57,1.86,4.06] [0.57,0.84,1.10,1.39,3.57] [-0.68,-0.41,-0.15,0.12,2.15] [2.40,2.66,2.92,3.19,5.28]	
1765.01 Jf [1.11,1.16,1.20,1.27,1.39] [1.86,2.25,3.14,4.63,4.83] [1.43,1.82,2.72,4.15,4.31] [-1.10,-0.61,0.33,1.59,1.81] [2.39,2.84,3.77,5.11,5.24]	
1766.01 Sf [1.30,1.33,1.37,1.42,1.48] [1.94,4.62,4.78,4.86,4.95] [1.63,4.29,4.41,4.47,4.53] [-1.42,1.12,1.38,1.49,1.57] [2.19,4.85,5.02,5.09,5.15]	
1767.01 Nf [2.51,2.80,3.20,3.52,3.66] [1.91,2.04,2.11,2.16,2.23] [1.23,1.35,1.43,1.49,1.57] [-8.15,-7.70,-6.76,-5.55,-4.67] [-2.25,-1.93,-1.31,-0.50,0.09]	
1768.01 Sf [1.36,1.43,1.52,1.65,1.79] [2.68,4.84,4.96,5.12,5.29] [1.98,4.05,4.14,4.27,4.39] [-0.61,0.85,1.12,1.30,1.44] [2.95,4.77,4.90,4.99,5.08]	
1769.01 Sf [1.49,1.53,1.57,1.63,1.71] [4.87,4.95,5.03,5.11,5.21] [4.77,4.83,4.89,4.95,5.01] [0.75,0.91,1.03,1.13,1.22] [4.70,4.79,4.86,4.92,4.99]	
1770.01 Sf [2.07,2.18,2.31,3.18,3.42] [1.93,2.07,5.46,5.48,5.48] [1.03,1.18,4.40,4.47,4.50] [-7.43,-6.70,-0.83,-0.33,-0.01] [-1.75,-1.26,3.76,4.10,4.30]	
1771.01 Sf [1.65,1.74,1.85,1.98,2.11] [5.08,5.20,5.33,5.45,5.48] [4.13,4.22,4.32,4.39,4.42] [-0.12,0.23,0.51,0.74,0.92] [4.23,4.46,4.61,4.73,4.83]	
1772.01 Sf [1.29,1.42,1.61,1.78,1.85] [2.17,4.83,5.05,5.25,5.36] [1.41,3.98,4.16,4.31,4.38] [-0.99,0.62,0.93,1.29,1.52] [2.54,4.66,4.82,4.98,5.10]	
1773.01 Nf [2.67,2.96,3.46,3.76,3.84] [1.91,2.04,2.11,2.16,2.23] [1.20,1.32,1.39,1.46,1.52] [-8.70,-8.42,-7.52,-6.04,-5.17] [-2.62,-2.41,-1.81,-0.83,-0.24]	
1774.01 Jf [0.92,0.97,1.03,1.13,1.25] [1.50,1.95,3.26,4.21,4.59] [1.22,1.67,2.97,3.91,4.25] [-0.81,-0.37,0.83,1.81,2.16] [2.49,2.90,4.14,5.12,5.40]	
1775.01 Sf [1.39,1.60,1.88,2.08,2.19] [4.78,5.04,5.37,5.47,5.48] [4.28,4.51,4.77,4.84,4.86] [-0.40,-0.04,0.45,0.98,1.35] [4.04,4.29,4.58,4.84,5.02]	
1776.01 Sf [1.15,1.38,1.61,1.78,1.85] [2.10,4.77,5.05,5.25,5.36] [1.79,4.38,4.61,4.76,4.82] [-0.98,0.58,0.89,1.30,1.57] [2.53,4.63,4.79,4.98,5.12]	
